invoice_id,vendor,amount,date,true_label,vendor_mean,vendor_std,amount_zscore,amount_ratio,invoice_gap_days,vendor_frequency,split_cluster_flag,window_invoice_count,window_vendor_count,cluster_amount_ratio,co_occurrence_score,entropy_score,vendor_degree,cluster_size
A_942,V36,90912.31,2024-01-03 00:00:00,0,77526.48523809524,111324.58196102447,0.12024033044436447,1.1726461876171854,,63,1,90,28,1.1491452704430611,76,4.295589673478974,20,40
C_1145,V1,97553.28,2024-01-03 00:00:00,1,86403.7311111111,33948.99747755859,0.3284108900526104,1.1290270653646564,0.0,162,1,90,28,1.1491452704430611,76,4.295589673478974,18,40
C_113,V1,80632.51,2024-01-03 00:00:00,1,86403.7311111111,33948.99747755859,-0.16999179793535968,0.9331955433818966,1.0,162,1,90,28,1.1491452704430611,76,4.295589673478974,18,40
C_788,V8,275392.13,2024-01-03 00:00:00,1,179937.1240782123,101867.69807590247,0.9370396179075939,1.5304823889366406,2.0,179,1,90,28,1.1491452704430611,76,4.295589673478974,4,40
C_487,V8,259282.23,2024-01-03 00:00:00,1,179937.1240782123,101867.69807590247,0.778895847502317,1.440952168020268,0.0,179,1,90,28,1.1491452704430611,76,4.295589673478974,4,40
A_655,V34,136021.4,2024-01-03 00:00:00,0,87031.30054545455,69584.65178653522,0.7040258759784298,1.5628841148345816,,55,1,90,28,1.1491452704430611,76,4.295589673478974,32,40
C_110,V10,268044.36,2024-01-03 00:00:00,1,184110.51882978724,99924.56226640988,0.8399636616148142,1.455880445198051,1.0,188,1,90,28,1.1491452704430611,76,4.295589673478974,4,40
C_443,V6,187677.11,2024-01-03 00:00:00,1,144506.03180487806,76560.92735485801,0.5638713612188426,1.2987403287987584,1.0,205,1,90,28,1.1491452704430611,76,4.295589673478974,9,40
A_749,V37,28729.94,2024-01-03 00:00:00,0,72052.50544117647,51928.02541711314,-0.8342649432218995,0.39873063529788627,1.0,68,1,90,28,1.1491452704430611,76,4.295589673478974,25,40
C_366,V3,104640.77,2024-01-03 00:00:00,1,83925.30547297298,30830.50022220062,0.6718928491228782,1.246817304899687,0.0,148,1,90,28,1.1491452704430611,76,4.295589673478974,16,40
C_702,V3,90367.42,2024-01-03 00:00:00,1,83925.30547297298,30830.50022220062,0.20894586642229926,1.0767472664348519,1.0,148,1,90,28,1.1491452704430611,76,4.295589673478974,16,40
C_953,V2,100334.28,2024-01-03 00:00:00,1,89201.08671052632,40922.37405936534,0.2720497404080943,1.1247974537366963,2.0,152,1,90,28,1.1491452704430611,76,4.295589673478974,20,40
A_818,V4,150212.56,2024-01-03 00:00:00,0,81228.63022988506,33321.06049362434,2.07021801017719,1.8492335810822826,1.0,174,1,90,28,1.1491452704430611,76,4.295589673478974,16,40
C_373,V10,240389.45,2024-01-04 00:00:00,1,184110.51882978724,99924.56226640988,0.5632085513831632,1.305673059067218,1.0,188,0,99,31,1.166781303273818,85,4.372420394348704,4,40
A_179,V21,101636.16,2024-01-04 00:00:00,0,99317.54854545454,98935.44463436803,0.02343536260186203,1.0233351321428623,2.0,110,0,99,31,1.166781303273818,85,4.372420394348704,23,40
C_11,V4,101093.82,2024-01-04 00:00:00,1,81228.63022988506,33321.06049362434,0.5961573046755568,1.2445436439129172,1.0,174,0,99,31,1.166781303273818,85,4.372420394348704,16,40
C_1130,V9,275503.46,2024-01-04 00:00:00,1,188269.0858278146,100038.44686257221,0.8719997651728566,1.4633416604057115,0.0,151,0,99,31,1.166781303273818,85,4.372420394348704,4,40
C_824,V9,267822.54,2024-01-04 00:00:00,1,188269.0858278146,100038.44686257221,0.7952208520452021,1.4225443135185127,2.0,151,0,99,31,1.166781303273818,85,4.372420394348704,4,40
C_261,V2,103835.96,2024-01-04 00:00:00,1,89201.08671052632,40922.37405936534,0.35761648754190367,1.164053037648802,1.0,152,0,99,31,1.166781303273818,85,4.372420394348704,20,40
C_12,V8,245094.78,2024-01-04 00:00:00,1,179937.1240782123,101867.69807590247,0.639623919344082,1.36210589754435,0.0,179,0,99,31,1.166781303273818,85,4.372420394348704,4,40
A_602,V8,55320.88,2024-01-04 00:00:00,0,179937.1240782123,101867.69807590247,-1.2233026084750844,0.3074439076399068,1.0,179,0,99,31,1.166781303273818,85,4.372420394348704,4,40
D_746,V39,20219.12,2024-01-04 00:00:00,0,59686.60327868852,62062.45272865382,-0.635921489112818,0.3387490683047621,,61,0,99,31,1.166781303273818,85,4.372420394348704,26,40
C_1108,V2,100156.76,2024-01-04 00:00:00,1,89201.08671052632,40922.37405936534,0.26771187716782274,1.1228073657629016,0.0,152,0,99,31,1.166781303273818,85,4.372420394348704,20,40
C_368,V7,161673.99,2024-01-04 00:00:00,1,144842.31624309393,63932.34127505827,0.26326910843736007,1.1161991743454613,0.0,181,0,99,31,1.166781303273818,85,4.372420394348704,3,40
C_161,V6,192396.9,2024-01-04 00:00:00,1,144506.03180487806,76560.92735485801,0.6255180590367304,1.3314016459751639,1.0,205,0,99,31,1.166781303273818,85,4.372420394348704,9,40
A_336,V7,43448.13,2024-01-04 00:00:00,0,144842.31624309393,63932.34127505827,-1.5859359798961408,0.2999664128587058,0.0,181,0,99,31,1.166781303273818,85,4.372420394348704,3,40
D_423,V7,17225.41,2024-01-04 00:00:00,0,144842.31624309393,63932.34127505827,-1.9960931760793166,0.11892443812243425,2.0,181,0,99,31,1.166781303273818,85,4.372420394348704,3,40
A_343,V15,113041.51,2024-01-04 00:00:00,0,101414.6991919192,81219.53730128995,0.14315111909381747,1.1146352182227734,,99,0,99,31,1.166781303273818,85,4.372420394348704,31,40
A_520,V26,164542.0,2024-01-04 00:00:00,0,82902.77408450704,83596.62150892465,0.9765735488871221,1.984734733937154,,71,0,99,31,1.166781303273818,85,4.372420394348704,30,40
C_1037,V1,87124.36,2024-01-04 00:00:00,1,86403.7311111111,33948.99747755859,0.021226183871301943,1.0083285820074308,1.0,162,0,99,31,1.166781303273818,85,4.372420394348704,18,40
C_252,V1,99569.98,2024-01-04 00:00:00,1,86403.7311111111,33948.99747755859,0.3878129563217777,1.1523672224841393,0.0,162,0,99,31,1.166781303273818,85,4.372420394348704,18,40
A_720,V3,38690.98,2024-01-05 00:00:00,0,83925.30547297298,30830.50022220062,-1.46714642968951,0.46101135730870185,2.0,148,1,102,29,1.189397284127447,90,4.425718836426676,16,40
C_473,V3,99032.81,2024-01-05 00:00:00,1,83925.30547297298,30830.50022220062,0.4900022515332766,1.1799972540420216,0.0,148,1,102,29,1.189397284127447,90,4.425718836426676,16,40
A_258,V16,66133.79,2024-01-05 00:00:00,0,96281.34727272727,92447.62699932391,-0.3261006490983122,0.6868734703015794,,121,1,102,29,1.189397284127447,90,4.425718836426676,26,40
C_545,V10,261466.97,2024-01-05 00:00:00,1,184110.51882978724,99924.56226640988,0.7741407645420499,1.4201554126644764,1.0,188,1,102,29,1.189397284127447,90,4.425718836426676,4,40
C_846,V3,99307.48,2024-01-05 00:00:00,1,83925.30547297298,30830.50022220062,0.4989109973945052,1.183270006231601,0.0,148,1,102,29,1.189397284127447,90,4.425718836426676,16,40
A_388,V30,94948.85,2024-01-05 00:00:00,0,73122.4169117647,57615.25065897187,0.3788242525086375,1.2984739227185083,,68,1,102,29,1.189397284127447,90,4.425718836426676,29,40
C_614,V7,172296.32,2024-01-05 00:00:00,1,144842.31624309393,63932.34127505827,0.42941606381546116,1.1895358686128883,0.0,181,1,102,29,1.189397284127447,90,4.425718836426676,3,40
C_574,V5,169569.67,2024-01-05 00:00:00,1,144407.3437244898,59983.82205994232,0.4194782181793541,1.174237344093596,0.0,196,1,102,29,1.189397284127447,90,4.425718836426676,3,40
C_357,V8,258543.03,2024-01-05 00:00:00,1,179937.1240782123,101867.69807590247,0.7716394477056961,1.4368440891804624,1.0,179,1,102,29,1.189397284127447,90,4.425718836426676,4,40
C_582,V5,174961.16,2024-01-05 00:00:00,1,144407.3437244898,59983.82205994232,0.5093591216287687,1.2115723751655276,3.0,196,1,102,29,1.189397284127447,90,4.425718836426676,3,40
A_1244,V37,75264.15,2024-01-05 00:00:00,0,72052.50544117647,51928.02541711314,0.061846809814480534,1.044559172231317,2.0,68,1,102,29,1.189397284127447,90,4.425718836426676,25,40
C_407,V2,90226.97,2024-01-05 00:00:00,1,89201.08671052632,40922.37405936534,0.02506839460464551,1.0114894541962856,1.0,152,1,102,29,1.189397284127447,90,4.425718836426676,20,40
D_696,V28,24681.86,2024-01-05 00:00:00,0,87976.94703125,91319.31227399668,-0.6931107160621612,0.2805459871805481,,64,1,102,29,1.189397284127447,90,4.425718836426676,26,40
C_448,V7,191047.18,2024-01-05 00:00:00,1,144842.31624309393,63932.34127505827,0.7227037228997688,1.3189920319095776,1.0,181,1,102,29,1.189397284127447,90,4.425718836426676,3,40
A_804,V35,35195.44,2024-01-05 00:00:00,0,75008.17954545454,56348.584614378604,-0.7065311983736541,0.4692151042483013,,66,1,102,29,1.189397284127447,90,4.425718836426676,29,40
C_645,V7,192085.89,2024-01-05 00:00:00,1,144842.31624309393,63932.34127505827,0.7389504883477253,1.3261632982609828,0.0,181,1,102,29,1.189397284127447,90,4.425718836426676,3,40
A_47,V11,38117.02,2024-01-05 00:00:00,0,182570.8592121212,102941.535881061,-1.4032473357662574,0.20877817734064766,3.0,165,1,102,29,1.189397284127447,90,4.425718836426676,4,40
D_551,V25,549185.04,2024-01-05 00:00:00,0,84963.20919354838,94781.91364408535,4.897737503086561,6.463722139153407,,62,1,102,29,1.189397284127447,90,4.425718836426676,26,40
C_944,V1,108265.36,2024-01-05 00:00:00,1,86403.7311111111,33948.99747755859,0.6439360975899846,1.2530026840865633,0.0,162,1,102,29,1.189397284127447,90,4.425718836426676,18,40
C_655,V1,96857.72,2024-01-05 00:00:00,1,86403.7311111111,33948.99747755859,0.3079231123890105,1.120977043206662,1.0,162,1,102,29,1.189397284127447,90,4.425718836426676,18,40
C_302,V7,211652.34,2024-01-06 00:00:00,1,144842.31624309393,63932.34127505827,1.0449950280163138,1.461250304741566,1.0,181,1,105,26,1.1621350595943425,97,4.4666095095778005,3,40
C_815,V4,90519.01,2024-01-06 00:00:00,1,81228.63022988506,33321.06049362434,0.27880568105602294,1.1143594984222553,2.0,174,1,105,26,1.1621350595943425,97,4.4666095095778005,16,40
C_370,V6,174149.38,2024-01-06 00:00:00,1,144506.03180487806,76560.92735485801,0.3871813213077507,1.2051273756362721,0.0,205,1,105,26,1.1621350595943425,97,4.4666095095778005,9,40
C_537,V7,174623.59,2024-01-06 00:00:00,1,144842.31624309393,63932.34127505827,0.4658175712853657,1.2056033687251757,0.0,181,1,105,26,1.1621350595943425,97,4.4666095095778005,3,40
C_795,V6,186930.96,2024-01-06 00:00:00,1,144506.03180487806,76560.92735485801,0.5541256556732957,1.2935769122460783,2.0,205,1,105,26,1.1621350595943425,97,4.4666095095778005,9,40
C_1028,V10,263863.62,2024-01-06 00:00:00,1,184110.51882978724,99924.56226640988,0.7981251179511439,1.4331727948208624,1.0,188,1,105,26,1.1621350595943425,97,4.4666095095778005,4,40
C_141,V10,266032.89,2024-01-06 00:00:00,1,184110.51882978724,99924.56226640988,0.819833977534206,1.4449551646247067,0.0,188,1,105,26,1.1621350595943425,97,4.4666095095778005,4,40
D_273,V29,23923.05,2024-01-06 00:00:00,0,74548.44014492753,60050.95281301047,-0.8430265424101139,0.3209018062844267,4.0,69,1,105,26,1.1621350595943425,97,4.4666095095778005,30,40
D_877,V10,7340.38,2024-01-06 00:00:00,0,184110.51882978724,99924.56226640988,-1.7690182053567365,0.03986920561329054,0.0,188,1,105,26,1.1621350595943425,97,4.4666095095778005,4,40
A_124,V21,17183.83,2024-01-06 00:00:00,0,99317.54854545454,98935.44463436803,-0.8301664654414249,0.17301732910580725,2.0,110,1,105,26,1.1621350595943425,97,4.4666095095778005,23,40
C_867,V3,101600.15,2024-01-06 00:00:00,1,83925.30547297298,30830.50022220062,0.573272283205344,1.2105876629195667,1.0,148,1,105,26,1.1621350595943425,97,4.4666095095778005,16,40
C_753,V1,89548.96,2024-01-06 00:00:00,1,86403.7311111111,33948.99747755859,0.09264297857364912,1.0363895454387286,1.0,162,1,105,26,1.1621350595943425,97,4.4666095095778005,18,40
C_75,V11,288349.92,2024-01-06 00:00:00,1,182570.8592121212,102941.535881061,1.027554449504674,1.579377683090692,1.0,165,1,105,26,1.1621350595943425,97,4.4666095095778005,4,40
C_592,V5,177976.3,2024-01-06 00:00:00,1,144407.3437244898,59983.82205994232,0.5596241702936957,1.232451639633462,1.0,196,1,105,26,1.1621350595943425,97,4.4666095095778005,3,40
C_935,V5,192748.28,2024-01-06 00:00:00,1,144407.3437244898,59983.82205994232,0.8058861327821147,1.3347447594007158,0.0,196,1,105,26,1.1621350595943425,97,4.4666095095778005,3,40
C_1046,V5,183899.48,2024-01-06 00:00:00,1,144407.3437244898,59983.82205994232,0.6583688159655797,1.2734685216724984,0.0,196,1,105,26,1.1621350595943425,97,4.4666095095778005,3,40
C_180,V9,255195.53,2024-01-06 00:00:00,1,188269.0858278146,100038.44686257221,0.6690005419974451,1.355475719246196,0.0,151,1,105,26,1.1621350595943425,97,4.4666095095778005,4,40
C_0,V9,268131.35,2024-01-06 00:00:00,1,188269.0858278146,100038.44686257221,0.7983077343669748,1.4241845634745383,2.0,151,1,105,26,1.1621350595943425,97,4.4666095095778005,4,40
B_385,V21,74829.17,2024-01-06 18:00:00,1,99317.54854545454,98935.44463436803,-0.24751625789621207,0.7534259319723482,0.0,110,1,88,26,1.1508805768955437,80,4.283447973183547,23,40
B_386,V21,85469.08,2024-01-06 19:00:00,1,99317.54854545454,98935.44463436803,-0.13997337984635774,0.8605550650076593,0.0,110,1,88,27,1.149490891802169,79,4.282544624607667,23,40
C_1029,V6,178451.59,2024-01-07 00:00:00,1,144506.03180487806,76560.92735485801,0.44337387220918784,1.2348990064438932,0.0,205,1,101,28,1.1782309952185817,91,4.423802836826222,9,40
C_285,V2,93777.51,2024-01-07 00:00:00,1,89201.08671052632,40922.37405936534,0.11182908043786678,1.051292783142188,2.0,152,1,101,28,1.1782309952185817,91,4.423802836826222,20,40
C_223,V2,91830.83,2024-01-07 00:00:00,1,89201.08671052632,40922.37405936534,0.0642601777081933,1.029469526850917,0.0,152,1,101,28,1.1782309952185817,91,4.423802836826222,20,40
A_453,V32,28559.02,2024-01-07 00:00:00,0,67081.75597222222,63875.16720999454,-0.6030846504233376,0.42572818582208793,,72,1,101,28,1.1782309952185817,91,4.423802836826222,30,40
C_116,V6,192019.58,2024-01-07 00:00:00,1,144506.03180487806,76560.92735485801,0.6205897609512974,1.3287905619657054,1.0,205,1,101,28,1.1782309952185817,91,4.423802836826222,9,40
C_670,V7,187413.0,2024-01-07 00:00:00,1,144842.31624309393,63932.34127505827,0.6658604557167699,1.2939016094153795,1.0,181,1,101,28,1.1782309952185817,91,4.423802836826222,3,40
C_832,V7,188802.57,2024-01-07 00:00:00,1,144842.31624309393,63932.34127505827,0.6875951245497612,1.3034952174329413,0.0,181,1,101,28,1.1782309952185817,91,4.423802836826222,3,40
C_771,V5,173780.97,2024-01-07 00:00:00,1,144407.3437244898,59983.82205994232,0.4896843112438909,1.203399786452429,1.0,196,1,101,28,1.1782309952185817,91,4.423802836826222,3,40
C_24,V10,259665.82,2024-01-07 00:00:00,1,184110.51882978724,99924.56226640988,0.7561158472021007,1.4103724832125437,0.0,188,1,101,28,1.1782309952185817,91,4.423802836826222,4,40
A_652,V9,124827.35,2024-01-07 00:00:00,0,188269.0858278146,100038.44686257221,-0.6341671992145936,0.6630227497434874,1.0,151,1,101,28,1.1782309952185817,91,4.423802836826222,4,40
C_767,V10,244588.95,2024-01-07 00:00:00,1,184110.51882978724,99924.56226640988,0.6052348347960479,1.3284826042097058,1.0,188,1,101,28,1.1782309952185817,91,4.423802836826222,4,40
A_598,V38,40487.75,2024-01-07 00:00:00,0,71190.65382978723,52355.46745943829,-0.5864204618765284,0.5687148397592017,5.0,47,1,101,28,1.1782309952185817,91,4.423802836826222,25,40
D_903,V33,90225.61,2024-01-07 00:00:00,0,88242.64793103449,64151.09930319075,0.030910322351164057,1.0224601103358113,6.0,58,1,101,28,1.1782309952185817,91,4.423802836826222,32,40
C_215,V1,98389.47,2024-01-07 00:00:00,1,86403.7311111111,33948.99747755859,0.3530409360652128,1.1387046604366753,0.0,162,1,101,28,1.1782309952185817,91,4.423802836826222,18,40
A_872,V34,22998.51,2024-01-07 00:00:00,0,87031.30054545455,69584.65178653522,-0.9202010601536804,0.2642525804311988,4.0,55,1,101,28,1.1782309952185817,91,4.423802836826222,32,40
A_1012,V24,10971.23,2024-01-07 00:00:00,0,69961.0374137931,66357.40093125252,-0.8889576389115632,0.15681690250257074,,58,1,101,28,1.1782309952185817,91,4.423802836826222,31,40
C_73,V3,104455.13,2024-01-07 00:00:00,1,83925.30547297298,30830.50022220062,0.6658717343972858,1.2446053643292803,1.0,148,1,101,28,1.1782309952185817,91,4.423802836826222,16,40
C_356,V1,90810.15,2024-01-07 00:00:00,1,86403.7311111111,33948.99747755859,0.12979143494197878,1.0509858526522557,1.0,162,1,101,28,1.1782309952185817,91,4.423802836826222,18,40
B_384,V21,272042.3,2024-01-07 04:00:00,1,99317.54854545454,98935.44463436803,1.745815226056195,2.739088558825404,0.0,110,1,85,26,1.1860251250791434,77,4.245644474170229,23,40
B_388,V19,198464.43,2024-01-07 20:00:00,1,75791.63586956522,77277.72834882235,1.587406997391465,2.618518642649477,,92,1,84,26,1.1713071273891327,75,4.232906903163693,32,40
B_387,V20,101898.88,2024-01-07 22:00:00,1,84574.58505376344,95035.94061676953,0.18229011617804167,1.2048261910955083,6.0,93,1,84,25,1.1545076715384277,76,4.228011519363083,26,40
